area,bedrooms,bathrooms,stories,parking,price
3371,1,3,2,0,1193966
1446,3,2,1,2,692736
1160,5,3,2,2,799731
2646,3,1,1,2,1049923
3135,1,1,1,2,1052905
2829,5,1,1,2,1173795
2950,3,2,1,2,1191666
1632,1,1,1,2,556290
1199,3,1,2,1,583015
2746,2,2,1,1,1046536
3874,1,1,2,1,1243866
2538,3,1,2,1,819351
2874,2,3,1,0,1144528
2701,2,2,1,1,1004276
1051,1,1,2,0,372421
904,4,1,1,0,567220
961,5,1,1,0,577884
2679,1,1,2,2,901959
3338,2,3,2,0,1249886
1373,2,3,2,0,644477
583,1,3,2,0,324240
1922,4,3,2,2,898119
3301,5,2,2,1,1303993
3175,3,1,1,1,1204277
3680,1,3,2,0,1221582
720,5,1,2,0,496124
3100,5,2,1,1,1280057
1891,2,1,1,1,805244
3718,3,1,1,1,1337044
611,1,3,1,1,387708
1114,2,3,1,0,549310
2081,2,2,1,0,849621
3471,4,1,2,0,1408178
974,5,3,1,1,645313
3383,1,3,1,2,1205602
2413,1,3,1,1,907576
770,1,2,1,1,402490
2968,2,1,2,2,1097020
2420,4,3,1,2,1038812
3254,3,1,1,1,1190845
1890,2,2,2,2,918583
3851,3,1,2,2,1420994
3854,4,3,2,2,1420661
539,5,1,1,1,456955
2482,1,1,2,1,880269
2736,3,2,2,2,1093771
3735,2,2,2,0,1317078
1493,3,1,1,2,692213
2512,5,1,1,2,1109030
3083,1,1,2,1,1072841
3575,3,2,1,0,1350031
789,5,2,1,2,521932
2980,2,1,1,0,1031367
3018,4,2,1,1,1222113
3752,2,3,1,0,1348408
3819,1,2,2,1,1278085
3175,2,2,2,2,1155905
778,2,2,2,1,406313
3424,2,3,2,0,1306033
1080,2,3,1,0,441394
1362,1,3,2,0,524523
753,5,1,2,2,596832
680,3,1,1,0,431158
1180,4,3,1,0,584778
1324,3,1,1,0,628521
1199,3,1,1,1,583725
3113,4,1,2,0,1229683
1849,1,3,1,1,733322
1880,4,2,1,0,865273
2173,1,3,1,1,849901
3227,3,3,1,1,1266695
2938,1,1,1,2,1023603
2138,5,1,1,2,967121
2457,4,2,2,1,1048117
3656,5,2,2,1,1473308
3888,3,2,2,2,1487670
711,4,2,1,1,606537
2038,3,3,1,2,927823
883,5,2,2,2,663770
2214,3,3,2,0,1004971
841,4,1,2,0,542122
2338,4,2,2,2,978384
2487,3,1,1,2,939433
1343,4,1,2,1,779345
3609,4,3,1,2,1387028
2034,3,2,1,2,898707
919,5,3,1,0,586264
3298,4,1,2,2,1353614
3740,4,2,2,1,1413991
2488,4,1,2,2,1050538
2432,4,1,1,0,968187
3914,3,2,1,0,1429443
2349,5,2,2,0,1063277
805,5,2,1,0,616998
3249,1,3,2,2,1217463
1368,4,3,1,1,749491
3084,4,1,1,1,1222769
1635,1,2,1,1,670518
1934,5,1,1,2,890327
705,2,1,1,2,367814
3756,2,1,1,2,1384404
3953,5,1,1,1,1536214
995,4,1,2,2,618719
3950,2,2,1,2,1354916
3618,3,3,1,0,1255987
2409,3,2,2,0,958066
3051,1,2,2,1,1057667
1545,5,2,2,0,797983
712,5,3,2,0,636242
809,2,3,1,0,529070
3208,4,3,1,2,1357873
2491,5,2,2,0,1067014
3300,2,3,1,0,1226908
771,2,1,2,0,376933
2322,5,3,1,2,994544
3485,2,2,1,1,1236677
3773,1,2,1,2,1354936
